Identifier,Time,System ID,Measurement software,Operator,SOP,Product,Medium,Measuring range,Dispersing system,Dispersing system subtype,Feeder,Evaluation,Calculation software,User,Lot
2025-09-05T11:3.:..........-04:00S03785,2025-09-05 11:3.:.......,H3113,PAQXOS 5.1,phar-brunaughuser,,Run7_baseline_RODOS_09052025_rep.,,R3,RODOS,RODOS/T4,VIBRI,FREE,PAQXOS 5.1,Mariana,SD COL-NIC 8:1 20250411
xo / µm,Q₃ / %,xm / µm,q₃ / mm⁻¹,xm / µm,q₃ lg
0.50000000,0.00000000,0.70000000,614.70369149,0.67082039,0.96321175
0.90000000,24.58814766,1.00000000,512.73674530,0.99498744,1.17667404
1.10000000,34.84288257,1.20000000,451.74849270,1.19582607,1.24533243
1.30000000,43.87785242,1.40000000,397.62077276,1.39642400,1.27959506
1.50000000,51.83026787,1.65000000,341.05107513,1.64316767,1.29216611
1.80000000,62.06180013,2.00000000,273.18578752,1.98997487,1.25386225
2.20000000,72.98923163,2.40000000,205.78973256,2.39165215,1.13459871
2.60000000,81.22082093,2.85000000,144.18711981,2.83901391,0.94377695
3.10000000,88.43017692,3.40000000,87.71999107,3.38673884,0.68495541
3.70000000,93.69337639,4.00000000,47.76115029,3.98873414,0.43907040
4.30000000,96.55904540,4.65000000,24.66523235,4.63680925,0.26359167
5.00000000,98.28561167,5.50000000,11.07862833,5.47722558,0.13991480
6.00000000,99.39347450,6.75000000,3.35634113,6.70820393,0.05195038
7.50000000,99.89692567,8.25000000,0.68716220,8.21583836,0.01301752
9.00000000,100.00000000,9.75000000,0.00000000,9.72111105,0.00000000
10.50000000,100.00000000,11.50000000,0.00000000,11.45643924,0.00000000
12.50000000,100.00000000,13.75000000,0.00000000,13.69306394,0.00000000
15.00000000,100.00000000,16.50000000,0.00000000,16.43167673,0.00000000
18.00000000,100.00000000,19.50000000,0.00000000,19.44222210,0.00000000
21.00000000,100.00000000,23.00000000,0.00000000,22.91287847,0.00000000
25.00000000,100.00000000,27.50000000,0.00000000,27.38612788,0.00000000
30.00000000,100.00000000,33.00000000,0.00000000,32.86335345,0.00000000
36.00000000,100.00000000,39.50000000,0.00000000,39.34463115,0.00000000
43.00000000,100.00000000,47.00000000,0.00000000,46.82947790,0.00000000
51.00000000,100.00000000,56.00000000,0.00000000,55.77633907,0.00000000
61.00000000,100.00000000,67.00000000,0.00000000,66.73080248,0.00000000
73.00000000,100.00000000,80.00000000,0.00000000,79.69316156,0.00000000
87.00000000,100.00000000,95.00000000,0.00000000,94.66255860,0.00000000
103.00000000,100.00000000,113.00000000,0.00000000,112.55665240,0.00000000
123.00000000,100.00000000,135.00000000,0.00000000,134.46560899,0.00000000
147.00000000,100.00000000,161.00000000,0.00000000,160.39014932,0.00000000
175.00000000,100.00000000,,,,
