Identifier,Time,System ID,Measurement software,Operator,SOP,Product,Medium,Measuring range,Dispersing system,Dispersing system subtype,Feeder,Evaluation,Calculation software,User,Lot
2025-09-05T11:24:03.4479143-04:00S03785,2025-09-05 11:24:03.4479,H3113,PAQXOS 5.1,phar-brunaughuser,,Run3_baseline_RODOS_09052025_rep3,,R3,RODOS,RODOS/T4,VIBRI,FREE,PAQXOS 5.1,Mariana,SD COL-NIC 8:1 20250411
xo / µm,Q₃ / %,xm / µm,q₃ / mm⁻¹,xm / µm,q₃ lg
0.50000000,0.00000000,0.70000000,514.76811389,0.67082039,0.80661740
0.90000000,20.59072456,1.00000000,454.05636449,0.99498744,1.04200906
1.10000000,29.67185185,1.20000000,416.88676500,1.19582607,1.14922931
1.30000000,38.00958715,1.40000000,381.37394216,1.39642400,1.22731066
1.50000000,45.63706599,1.65000000,340.44304758,1.64316767,1.28986243
1.80000000,55.85035742,2.00000000,286.53951282,1.98997487,1.31515289
2.20000000,67.31193793,2.40000000,228.14796690,2.39165215,1.25786833
2.60000000,76.43785660,2.85000000,168.93403575,2.83901391,1.10575791
3.10000000,84.88455839,3.40000000,109.08182502,3.38673884,0.85175780
3.70000000,91.42946789,4.00000000,62.38050370,3.98873414,0.57346678
4.30000000,95.17229812,4.65000000,32.92173117,4.63680925,0.35182698
5.00000000,97.47681930,5.50000000,14.87103915,5.47722558,0.18781012
6.00000000,98.96392321,6.75000000,5.03333789,6.70820393,0.07790740
7.50000000,99.71892390,8.25000000,1.42227712,8.21583836,0.02694345
9.00000000,99.93226546,9.75000000,0.45156358,9.72111105,0.01011767
10.50000000,100.00000000,11.50000000,0.00000000,11.45643924,0.00000000
12.50000000,100.00000000,13.75000000,0.00000000,13.69306394,0.00000000
15.00000000,100.00000000,16.50000000,0.00000000,16.43167673,0.00000000
18.00000000,100.00000000,19.50000000,0.00000000,19.44222210,0.00000000
21.00000000,100.00000000,23.00000000,0.00000000,22.91287847,0.00000000
25.00000000,100.00000000,27.50000000,0.00000000,27.38612788,0.00000000
30.00000000,100.00000000,33.00000000,0.00000000,32.86335345,0.00000000
36.00000000,100.00000000,39.50000000,0.00000000,39.34463115,0.00000000
43.00000000,100.00000000,47.00000000,0.00000000,46.82947790,0.00000000
51.00000000,100.00000000,56.00000000,0.00000000,55.77633907,0.00000000
61.00000000,100.00000000,67.00000000,0.00000000,66.73080248,0.00000000
73.00000000,100.00000000,80.00000000,0.00000000,79.69316156,0.00000000
87.00000000,100.00000000,95.00000000,0.00000000,94.66255860,0.00000000
103.00000000,100.00000000,113.00000000,0.00000000,112.55665240,0.00000000
123.00000000,100.00000000,135.00000000,0.00000000,134.46560899,0.00000000
147.00000000,100.00000000,161.00000000,0.00000000,160.39014932,0.00000000
175.00000000,100.00000000,,,,
